ID,問題ID,ヒントレベル,ヒント文面,削除フラグ,登録日時,修正日時
248,50,3,はい点数また減った!!,0,2018-03-17 16:02:50,2018-03-17 16:02:50
249,50,4,点数がへるだけだよ,0,2018-03-17 16:02:50,2018-03-17 16:02:50
250,50,5,点数がなくなっちゃったね,0,2018-03-17 16:02:50,2018-03-17 16:02:50
251,51,1,わからないものは調べましょう,0,2018-03-17 16:02:50,2018-03-17 16:02:50
252,51,2,符号化はちがいますよ,0,2018-03-17 16:02:50,2018-03-17 16:02:50
253,51,3,H.263は映像系の符号化(これ以上のヒントはありません),0,2018-03-17 16:02:50,2018-03-17 16:02:50
254,51,4,点数がへるだけだよ,0,2018-03-17 16:02:50,2018-03-17 16:02:50
255,51,5,点数がなくなっちゃったね,0,2018-03-17 16:02:50,2018-03-17 16:02:50
256,52,1,HackerzLab恒例のやつです,0,2018-03-17 16:02:50,2018-03-17 16:02:50
257,52,2,base64で検索,0,2018-03-17 16:02:50,2018-03-17 16:02:50
258,52,3,Decodeしましょう(これ以上のヒントはありません),0,2018-03-17 16:02:50,2018-03-17 16:02:50
259,52,4,点数がへるだけだよ,0,2018-03-17 16:02:50,2018-03-17 16:02:50
260,52,5,点数がなくなっちゃったね,0,2018-03-17 16:02:50,2018-03-17 16:02:50
261,53,1,base64からわかりにくい文字列を取り除いた暗号形式について調べて見てください,0,2018-03-17 16:02:50,2018-03-17 16:02:50
262,53,2,bitcoinでも使われています,0,2018-03-17 16:02:50,2018-03-17 16:02:50
263,53,3,base58について調べてください,0,2018-03-17 16:02:50,2018-03-17 16:02:50
264,53,4,base58をdecodeしてみましょう,0,2018-03-17 16:02:50,2018-03-17 16:02:50
265,53,5,https://www.browserling.com/tools/base58-decode とか使ってみましょう,0,2018-03-17 16:02:50,2018-03-17 16:02:50
266,54,1,fileコマンドで見てみてください,0,2018-03-17 16:02:50,2018-03-17 16:02:50
267,54,2,opensslコマンドを使ってみましょう,0,2018-03-17 16:02:50,2018-03-17 16:02:50
268,54,3,decryptしてください！(これ以上のヒントはありません),0,2018-03-17 16:02:50,2018-03-17 16:02:50
269,54,4,点数がへるだけだよ,0,2018-03-17 16:02:50,2018-03-17 16:02:50
270,54,5,点数がなくなっちゃったね,0,2018-03-17 16:02:50,2018-03-17 16:02:50
271,55,1,どのサービスなら公開鍵を置いてそうですか？,0,2018-03-17 16:02:50,2018-03-17 16:02:50
272,55,2,Githubしかありませんよね,0,2018-03-17 16:02:50,2018-03-17 16:02:50
273,55,3,Githubの公開鍵を見つける方法を探してみてください,0,2018-03-17 16:02:50,2018-03-17 16:02:50
274,55,4,アカウントはnkchanです,0,2018-03-17 16:02:50,2018-03-17 16:02:50
275,55,5,https://github.com/nkchan.keys,0,2018-03-17 16:02:50,2018-03-17 16:02:50
276,56,1,ハッシュ関数がわからない人はそれから調べて見よう,0,2018-03-17 16:02:50,2018-03-17 16:02:50
277,56,2,ハッシュ関数の性質について調べてみよう,0,2018-03-17 16:02:50,2018-03-17 16:02:50
278,56,3,調べてでてきたものが答えです,0,2018-03-17 16:02:50,2018-03-17 16:02:50
279,56,4,一方向性は満たさないと使われてないですね,0,2018-03-17 16:02:50,2018-03-17 16:02:50
280,56,5,ある値を入れたときになにがでてくるかもわかりません,0,2018-03-17 16:02:50,2018-03-17 16:02:50
281,57,1,調べて見ましょう!(これ以上のヒントはありません),0,2018-03-17 16:02:50,2018-03-17 16:02:50
282,57,2,はい点数減った!,0,2018-03-17 16:02:50,2018-03-17 16:02:50
283,57,3,はい点数また減った!!,0,2018-03-17 16:02:50,2018-03-17 16:02:50
284,57,4,点数がへるだけだよ,0,2018-03-17 16:02:50,2018-03-17 16:02:50
285,57,5,点数がなくなっちゃったね,0,2018-03-17 16:02:50,2018-03-17 16:02:50
286,58,1,文字列は3つのブロックにわかれています,0,2018-03-17 16:02:50,2018-03-17 16:02:50
287,58,2,linuxの/ect/shadowについて調べてみてください,0,2018-03-17 16:02:50,2018-03-17 16:02:50
288,58,3,最後のブロックはHash値ですね,0,2018-03-17 16:02:50,2018-03-17 16:02:50
289,58,4,最初の数字はHashの方式ですね,0,2018-03-17 16:02:50,2018-03-17 16:02:50
290,58,5,ではどこがSaltでしょう,0,2018-03-17 16:02:50,2018-03-17 16:02:50
291,59,1,前回の問題の数字の部分について検索してみましょう,0,2018-03-17 16:02:50,2018-03-17 16:02:50
292,59,2,5はsha256です,0,2018-03-17 16:02:50,2018-03-17 16:02:50
293,59,3,それよりbit数の多いHashですね,0,2018-03-17 16:02:50,2018-03-17 16:02:50
294,59,4,調べてみましょう,0,2018-03-17 16:02:50,2018-03-17 16:02:50
295,59,5,256の倍の数ですね,0,2018-03-17 16:02:50,2018-03-17 16:02:50
296,60,1,中を見てみましょう,0,2018-03-17 16:02:50,2018-03-17 16:02:50
297,60,2,知ってる方は知ってると思います,0,2018-03-17 16:02:50,2018-03-17 16:02:50
298,60,3,MD5じゃありませんよ,0,2018-03-17 16:02:50,2018-03-17 16:02:50
299,60,4,Hashをみてみてください,0,2018-03-17 16:02:50,2018-03-17 16:02:50
300,60,5,sha1sumとかのコマンドをたたいでみよう,0,2018-03-17 16:02:50,2018-03-17 16:02:50
301,61,1,わからないものは調べましょう(これ以上のヒントはありません),0,2018-05-12 13:49:43,2018-05-12 13:49:43
302,61,2,はい点数減った!,0,2018-05-12 13:49:43,2018-05-12 13:49:43
303,61,3,はい点数また減った!!,0,2018-05-12 13:49:43,2018-05-12 13:49:43
304,61,4,点数がへるだけだよ,0,2018-05-12 13:49:43,2018-05-12 13:49:43
305,61,5,点数がなくなっちゃったね,0,2018-05-12 13:49:43,2018-05-12 13:49:43
306,62,1,わからないものは調べましょう(これ以上のヒントはありません),0,2018-05-12 13:49:43,2018-05-12 13:49:43
307,62,2,はい点数減った!,0,2018-05-12 13:49:43,2018-05-12 13:49:43
308,62,3,はい点数また減った!!,0,2018-05-12 13:49:43,2018-05-12 13:49:43
309,62,4,点数がへるだけだよ,0,2018-05-12 13:49:43,2018-05-12 13:49:43
310,62,5,点数がなくなっちゃったね,0,2018-05-12 13:49:43,2018-05-12 13:49:43
311,63,1,わからないものは調べましょう(これ以上のヒントはありません),0,2018-05-12 13:49:43,2018-05-12 13:49:43
312,63,2,はい点数減った!,0,2018-05-12 13:49:43,2018-05-12 13:49:43
313,63,3,はい点数また減った!!,0,2018-05-12 13:49:43,2018-05-12 13:49:43
314,63,4,点数がへるだけだよ,0,2018-05-12 13:49:43,2018-05-12 13:49:43
315,63,5,点数がなくなっちゃったね,0,2018-05-12 13:49:43,2018-05-12 13:49:43
316,64,1,わからないものは調べましょう(これ以上のヒントはありません),0,2018-05-12 13:49:43,2018-05-12 13:49:43
317,64,2,はい点数減った!,0,2018-05-12 13:49:43,2018-05-12 13:49:43
318,64,3,はい点数また減った!!,0,2018-05-12 13:49:43,2018-05-12 13:49:43
319,64,4,点数がへるだけだよ,0,2018-05-12 13:49:43,2018-05-12 13:49:43
320,64,5,点数がなくなっちゃったね,0,2018-05-12 13:49:43,2018-05-12 13:49:43
321,65,1,わからないものは調べましょう(これ以上のヒントはありません),0,2018-05-12 13:49:43,2018-05-12 13:49:43
322,65,2,はい点数減った!,0,2018-05-12 13:49:43,2018-05-12 13:49:43
323,65,3,はい点数また減った!!,0,2018-05-12 13:49:43,2018-05-12 13:49:43
324,65,4,点数がへるだけだよ,0,2018-05-12 13:49:43,2018-05-12 13:49:43
325,65,5,点数がなくなっちゃったね,0,2018-05-12 13:49:43,2018-05-12 13:49:43
326,66,1,"わからない単語は調べてみましょう(DNS,DNSブロッキング  etc....)",0,2018-05-12 13:49:43,2018-05-12 13:49:43
327,66,2,「NTT ブロッキング」とかで調べてみよう(これ以上のヒントはありません),0,2018-05-12 13:49:43,2018-05-12 13:49:43
328,66,3,はい点数また減った!!,0,2018-05-12 13:49:43,2018-05-12 13:49:43
329,66,4,点数がへるだけだよ,0,2018-05-12 13:49:43,2018-05-12 13:49:43
330,66,5,点数がなくなっちゃったね,0,2018-05-12 13:49:43,2018-05-12 13:49:43
331,67,1,ファイルの中を見てみよう(改行コードについて知らなかったら調べよう),0,2018-05-12 13:49:43,2018-05-12 13:49:43
332,67,2,どうやって文字数を数えますか？(改行コードを含まないことに注意して下さい),0,2018-05-12 13:49:43,2018-05-12 13:49:43
333,67,3,コマンドを使うならwcコマンドを使おう,0,2018-05-12 13:49:43,2018-05-12 13:49:43
334,67,4,こんなサイトもあります http://www1.odn.ne.jp/megukuma/count.htm (これ以上のヒントはありません),0,2018-05-12 13:49:43,2018-05-12 13:49:43
335,67,5,点数がなくなっちゃったね,0,2018-05-12 13:49:43,2018-05-12 13:49:43
336,68,1,中を見てみましょう,0,2018-05-12 13:49:43,2018-05-12 13:49:43
337,68,2,スプレッドシートとかエクセルを使うと簡単にできるかも？,0,2018-05-12 13:49:43,2018-05-12 13:49:43
338,68,3,さっとプログラミング組むのもありです,0,2018-05-12 13:49:43,2018-05-12 13:49:43
339,68,4,https://github.com/HackerzLab/Vol17/blob/master/Q8.pl (実行して見てください),0,2018-05-12 13:49:43,2018-05-12 13:49:43
340,68,5,perlの実行方法を調べてみよう,0,2018-05-12 13:49:43,2018-05-12 13:49:43
341,69,1,中を見てみましょう,0,2018-05-12 13:49:43,2018-05-12 13:49:43
342,69,2,数字と大文字を消しましょう(エクセルでもできそうです),0,2018-05-12 13:49:43,2018-05-12 13:49:43
343,69,3,そのあと小文字だけ数を数えてください!,0,2018-05-12 13:49:43,2018-05-12 13:49:43
344,69,4,コマンドラインで `perl -pe 's/[A-Z0-9]//g' HLHQuiz3.txt`とかするといいかもですよ,0,2018-05-12 13:49:43,2018-05-12 13:49:43
345,69,5,改行コードもちゃんと外しましょう,0,2018-05-12 13:49:43,2018-05-12 13:49:43
346,70,1,手でもできそうですが，ここは自動でやらせてみましょう,0,2018-05-12 13:49:43,2018-05-12 13:49:43
347,70,2,単語ごとに長さを知るにはどうしたらいいでしょうか,0,2018-05-12 13:49:43,2018-05-12 13:49:43
348,70,3,言語処理100本ノックの問題です,0,2018-05-12 13:49:43,2018-05-12 13:49:43
349,70,4,こんな感じでかけます　https://github.com/HackerzLab/Vol17/blob/master/Q10.pl,0,2018-05-12 13:49:43,2018-05-12 13:49:43
350,70,5,perlの実行方法は調べましょう(これはクラウドの環境でも実行できる),0,2018-05-12 13:49:43,2018-05-12 13:49:43
351,71,1,わからない単語は調べましょう,0,2018-05-12 13:49:43,2018-05-12 13:49:43
352,71,2,AWSはAmazonが提供するクラウドサービスです,0,2018-05-12 13:49:43,2018-05-12 13:49:43
353,71,3,BGP BGPハイジャックについて調べよう,0,2018-05-12 13:49:43,2018-05-12 13:49:43
354,71,4,Lambdaはプログラムを自動で実行する場所です,0,2018-05-12 13:49:43,2018-05-12 13:49:43
355,71,5,GCPはGoogleのクラウドサービスです,0,2018-05-12 13:49:43,2018-05-12 13:49:43
356,72,1,"わからない単語は調べましょう(IPアドレス,ドメイン etc....)",0,2018-05-12 13:49:43,2018-05-12 13:49:43
357,72,2,IPアドレスからドメインを逆引きしてみよう,0,2018-05-12 13:49:43,2018-05-12 13:49:43
358,72,3,各種OSのHPから正引きするのもありですね,0,2018-05-12 13:49:43,2018-05-12 13:49:43
359,72,4,https://www.cman.jp/network/support/ip.html こんなサイトもあります,0,2018-05-12 13:49:43,2018-05-12 13:49:43
360,72,5,whoisコマンドを使ってみるのも手ですね,0,2018-05-12 13:49:43,2018-05-12 13:49:43
361,73,1,IPアドレスのクラスについて調べてみよう,0,2018-05-12 13:49:43,2018-05-12 13:49:43
362,73,2,クラスCはホストアドレス部が8ビットです,0,2018-05-12 13:49:43,2018-05-12 13:49:43
363,73,3,2の8乗個のIPがありますが，クライアントに割り振ることができないものがあります,0,2018-05-12 13:49:43,2018-05-12 13:49:43
364,73,4,ネットワーク全体を指すアドレスについて調べてみてください,0,2018-05-12 13:49:43,2018-05-12 13:49:43
365,73,5,ブロードキャストアドレスについて調べてみてください,0,2018-05-12 13:49:43,2018-05-12 13:49:43
366,74,1,パケット解析ツールであるwiresharkを入れてみよう,0,2018-05-12 13:49:43,2018-05-12 13:49:43
367,74,2,capファイルを開いてみよう,0,2018-05-12 13:49:43,2018-05-12 13:49:43
368,74,3,パケットの中を見てみよう,0,2018-05-12 13:49:43,2018-05-12 13:49:43
369,74,4,中のコンテンツをHTMLに保存しよう,0,2018-05-12 13:49:43,2018-05-12 13:49:43
370,74,5,HTMLの中身を見てみよう,0,2018-05-12 13:49:43,2018-05-12 13:49:43
371,75,1,なかを見てみよう,0,2018-05-12 13:49:43,2018-05-12 13:49:43
372,75,2,TTLの値に注目してみよう,0,2018-05-12 13:49:43,2018-05-12 13:49:43
373,75,3,Port Unreachableをはかせるようなネットワークコマンドはそんなにありません,0,2018-05-12 13:49:43,2018-05-12 13:49:43
374,75,4,3回ずつパケットを送信するのは仕様です(これ以上のヒントはありません),0,2018-05-12 13:49:43,2018-05-12 13:49:43
375,75,5,点数がなくなっちゃったね,0,2018-05-12 13:49:43,2018-05-12 13:49:43
